Type,Coverage,OdName,AREA,AreaName,REG,RegName,DEV,DevName,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Immigrants,Foreigners,Spain,908.0,Europe,925.0,Southern Europe,901.0,Developed regions,211.0,299.0,260.0,133.0,137.0,98.0,121.0,176.0,137.0,168.0,122.0,165.0,130.0,160.0,84.0,78.0,105.0,88.0,87.0,81.0,93.0,79.0,87.0,89.0,133.0,126.0,124.0,137.0,169.0,195.0,174.0,179.0,262.0,331.0
Immigrants,Foreigners,Sri Lanka,935.0,Asia,5501.0,Southern Asia,902.0,Developing regions,185.0,371.0,290.0,197.0,1086.0,845.0,1838.0,4447.0,2779.0,2758.0,3525.0,7266.0,13102.0,9563.0,7150.0,9368.0,6484.0,5415.0,3566.0,4982.0,6081.0,5861.0,5279.0,4892.0,4495.0,4930.0,4714.0,4123.0,4756.0,4547.0,4422.0,3309.0,3338.0,2394.0
Immigrants,Foreigners,State of Palestine,935.0,Asia,922.0,Western Asia,902.0,Developing regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,146.0,180.0,238.0,343.0,266.0,323.0,376.0,453.0,627.0,441.0,481.0,400.0,654.0,555.0,533.0,462.0
Immigrants,Foreigners,Sudan,903.0,Africa,912.0,Northern Africa,902.0,Developing regions,20.0,12.0,11.0,7.0,23.0,32.0,57.0,43.0,54.0,98.0,151.0,230.0,510.0,432.0,361.0,492.0,714.0,832.0,639.0,589.0,914.0,1105.0,1489.0,1862.0,1823.0,1310.0,1039.0,683.0,622.0,422.0,612.0,531.0,444.0,343.0
Immigrants,Foreigners,Suriname,904.0,Latin America and the Caribbean,931.0,South America,902.0,Developing regions,15.0,10.0,21.0,12.0,5.0,16.0,7.0,46.0,16.0,24.0,26.0,13.0,53.0,51.0,32.0,58.0,51.0,35.0,22.0,11.0,16.0,22.0,22.0,22.0,17.0,15.0,16.0,20.0,9.0,12.0,13.0,11.0,16.0,4.0
Immigrants,Foreigners,Swaziland,903.0,Africa,913.0,Southern Africa,902.0,Developing regions,4.0,1.0,1.0,0.0,10.0,7.0,1.0,2.0,7.0,3.0,4.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,0.0,8.0,7.0,7.0,5.0,6.0,10.0,3.0,13.0,17.0,39.0
Immigrants,Foreigners,Sweden,908.0,Europe,924.0,Northern Europe,901.0,Developed regions,281.0,308.0,222.0,176.0,128.0,158.0,187.0,198.0,171.0,182.0,130.0,167.0,179.0,203.0,192.0,176.0,161.0,151.0,123.0,170.0,138.0,184.0,149.0,161.0,129.0,205.0,139.0,193.0,165.0,167.0,159.0,134.0,140.0,140.0
Immigrants,Foreigners,Switzerland,908.0,Europe,926.0,Western Europe,901.0,Developed regions,806.0,811.0,634.0,370.0,326.0,314.0,294.0,565.0,508.0,523.0,505.0,602.0,666.0,728.0,475.0,687.0,823.0,666.0,510.0,536.0,471.0,383.0,276.0,346.0,337.0,270.0,258.0,308.0,357.0,328.0,285.0,266.0,243.0,201.0
Immigrants,Foreigners,Syrian Arab Republic,935.0,Asia,922.0,Western Asia,902.0,Developing regions,315.0,419.0,409.0,269.0,264.0,385.0,493.0,927.0,864.0,1454.0,1791.0,1596.0,1172.0,1247.0,965.0,1053.0,942.0,859.0,892.0,823.0,924.0,1067.0,956.0,1085.0,1116.0,1458.0,1145.0,1056.0,919.0,917.0,1039.0,1005.0,650.0,1009.0
Immigrants,Foreigners,Tajikistan,935.0,Asia,5500.0,Central Asia,902.0,Developing regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,11.0,4.0,4.0,5.0,20.0,9.0,7.0,14.0,85.0,46.0,44.0,15.0,50.0,52.0,47.0,34.0,39.0
Immigrants,Foreigners,Thailand,935.0,Asia,920.0,South-Eastern Asia,902.0,Developing regions,56.0,53.0,113.0,65.0,82.0,66.0,78.0,117.0,147.0,177.0,171.0,219.0,219.0,279.0,237.0,172.0,195.0,152.0,201.0,246.0,258.0,309.0,547.0,439.0,392.0,575.0,500.0,487.0,519.0,512.0,499.0,396.0,296.0,400.0
Immigrants,Foreigners,The former Yugoslav Republic of Macedonia,908.0,Europe,925.0,Southern Europe,901.0,Developed regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,225.0,193.0,138.0,71.0,106.0,180.0,237.0,291.0,353.0,638.0,443.0,285.0,256.0,211.0,191.0,198.0,188.0,130.0,126.0,112.0
Immigrants,Foreigners,Togo,903.0,Africa,914.0,Western Africa,902.0,Developing regions,5.0,5.0,2.0,3.0,6.0,5.0,8.0,23.0,11.0,14.0,17.0,23.0,39.0,38.0,18.0,49.0,75.0,52.0,53.0,52.0,57.0,94.0,105.0,106.0,163.0,157.0,149.0,235.0,351.0,400.0,354.0,261.0,299.0,316.0
Immigrants,Foreigners,Tonga,909.0,Oceania,957.0,Polynesia,902.0,Developing regions,2.0,4.0,7.0,1.0,2.0,5.0,7.0,0.0,4.0,9.0,7.0,4.0,4.0,5.0,7.0,9.0,8.0,8.0,2.0,6.0,0.0,6.0,2.0,5.0,5.0,2.0,0.0,1.0,0.0,5.0,5.0,2.0,3.0,5.0
Immigrants,Foreigners,Trinidad and Tobago,904.0,Latin America and the Caribbean,915.0,Caribbean,902.0,Developing regions,958.0,947.0,972.0,766.0,606.0,699.0,955.0,1676.0,2218.0,3054.0,2843.0,3026.0,4374.0,4246.0,2338.0,2591.0,2198.0,1748.0,1189.0,1166.0,899.0,904.0,928.0,707.0,730.0,857.0,794.0,975.0,1002.0,1134.0,915.0,588.0,586.0,427.0
Immigrants,Foreigners,Tunisia,903.0,Africa,912.0,Northern Africa,902.0,Developing regions,58.0,51.0,55.0,46.0,51.0,57.0,64.0,86.0,130.0,242.0,326.0,306.0,315.0,245.0,197.0,271.0,256.0,242.0,237.0,323.0,437.0,788.0,661.0,669.0,764.0,756.0,1065.0,869.0,950.0,1195.0,1299.0,1442.0,1503.0,1627.0
Immigrants,Foreigners,Turkey,935.0,Asia,922.0,Western Asia,902.0,Developing regions,481.0,874.0,706.0,280.0,338.0,202.0,257.0,397.0,346.0,488.0,767.0,941.0,1116.0,1316.0,908.0,732.0,638.0,679.0,777.0,806.0,1101.0,1184.0,1301.0,1338.0,1736.0,2065.0,1638.0,1463.0,1122.0,1238.0,1492.0,1257.0,1068.0,729.0
Immigrants,Foreigners,Turkmenistan,935.0,Asia,5500.0,Central Asia,902.0,Developing regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,6.0,4.0,2.0,7.0,10.0,11.0,22.0,16.0,40.0,26.0,37.0,13.0,20.0,30.0,20.0,20.0,14.0
Immigrants,Foreigners,Tuvalu,909.0,Oceania,957.0,Polynesia,902.0,Developing regions,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Immigrants,Foreigners,Uganda,903.0,Africa,910.0,Eastern Africa,902.0,Developing regions,13.0,16.0,17.0,38.0,32.0,29.0,40.0,70.0,60.0,47.0,75.0,69.0,143.0,79.0,54.0,91.0,62.0,43.0,40.0,51.0,64.0,94.0,90.0,117.0,160.0,239.0,201.0,170.0,204.0,185.0,216.0,213.0,222.0,206.0
Immigrants,Foreigners,Ukraine,908.0,Europe,923.0,Eastern Europe,901.0,Developed regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,761.0,1289.0,1751.0,2684.0,2518.0,2702.0,2836.0,3351.0,3514.0,3520.0,2759.0,2431.0,2270.0,1973.0,2218.0,1937.0,2367.0,3159.0,2515.0,2265.0,2487.0
Immigrants,Foreigners,United Arab Emirates,935.0,Asia,922.0,Western Asia,902.0,Developing regions,0.0,2.0,2.0,1.0,2.0,0.0,5.0,4.0,1.0,17.0,7.0,23.0,27.0,11.0,13.0,8.0,33.0,27.0,25.0,24.0,27.0,41.0,37.0,32.0,41.0,31.0,42.0,37.0,33.0,37.0,86.0,60.0,54.0,46.0
Immigrants,Foreigners,United Kingdom of Great Britain and Northern Ireland,908.0,Europe,924.0,Northern Europe,901.0,Developed regions,22045.0,24796.0,20620.0,10015.0,10170.0,9564.0,9470.0,21337.0,27359.0,23795.0,31668.0,23380.0,34123.0,33720.0,39231.0,30145.0,29322.0,22965.0,10367.0,7045.0,8840.0,11728.0,8046.0,6797.0,7533.0,7258.0,7140.0,8216.0,8979.0,8876.0,8724.0,6204.0,6195.0,5827.0
Immigrants,Foreigners,United Republic of Tanzania,903.0,Africa,910.0,Eastern Africa,902.0,Developing regions,635.0,832.0,621.0,474.0,473.0,460.0,403.0,538.0,532.0,662.0,739.0,577.0,398.0,407.0,286.0,313.0,264.0,211.0,138.0,157.0,200.0,301.0,298.0,320.0,310.0,274.0,291.0,195.0,230.0,136.0,200.0,215.0,224.0,182.0
Immigrants,Foreigners,United States of America,905.0,Northern America,905.0,Northern America,901.0,Developed regions,9378.0,10030.0,9074.0,7100.0,6661.0,6543.0,7074.0,7705.0,6469.0,6790.0,5892.0,6054.0,6842.0,7435.0,5901.0,4890.0,5515.0,4753.0,4437.0,5196.0,5433.0,5604.0,4948.0,5543.0,6990.0,8394.0,9613.0,9463.0,10190.0,8995.0,8142.0,7676.0,7891.0,8501.0
Immigrants,Foreigners,Uruguay,904.0,Latin America and the Caribbean,931.0,South America,902.0,Developing regions,128.0,132.0,146.0,105.0,90.0,92.0,137.0,269.0,99.0,144.0,111.0,229.0,299.0,437.0,125.0,164.0,171.0,117.0,87.0,93.0,75.0,64.0,91.0,103.0,130.0,217.0,175.0,147.0,160.0,99.0,93.0,81.0,47.0,58.0
Immigrants,Foreigners,Uzbekistan,935.0,Asia,5500.0,Central Asia,902.0,Developing regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,44.0,33.0,34.0,58.0,75.0,97.0,106.0,101.0,102.0,144.0,155.0,175.0,330.0,262.0,284.0,215.0,288.0,289.0,162.0,235.0,167.0
Immigrants,Foreigners,Vanuatu,909.0,Oceania,928.0,Melanesia,902.0,Developing regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Immigrants,Foreigners,Venezuela (Bolivarian Republic of),904.0,Latin America and the Caribbean,931.0,South America,902.0,Developing regions,103.0,117.0,174.0,124.0,142.0,165.0,179.0,229.0,279.0,304.0,344.0,487.0,610.0,490.0,334.0,402.0,520.0,686.0,489.0,464.0,443.0,560.0,524.0,699.0,1224.0,1211.0,1192.0,1335.0,1239.0,1353.0,998.0,1452.0,1373.0,1022.0
Immigrants,Foreigners,Viet Nam,935.0,Asia,920.0,South-Eastern Asia,902.0,Developing regions,1191.0,1829.0,2162.0,3404.0,7583.0,5907.0,2741.0,1406.0,1411.0,3004.0,3801.0,5870.0,5416.0,6547.0,5105.0,3723.0,2462.0,1752.0,1631.0,1419.0,1803.0,2117.0,2291.0,1713.0,1816.0,1852.0,3153.0,2574.0,1784.0,2171.0,1942.0,1723.0,1731.0,2112.0
Immigrants,Foreigners,Western Sahara,903.0,Africa,912.0,Northern Africa,902.0,Developing regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immigrants,Foreigners,Yemen,935.0,Asia,922.0,Western Asia,902.0,Developing regions,1.0,2.0,1.0,6.0,0.0,18.0,7.0,12.0,7.0,18.0,4.0,18.0,41.0,41.0,39.0,73.0,144.0,121.0,141.0,134.0,122.0,181.0,171.0,113.0,124.0,161.0,140.0,122.0,133.0,128.0,211.0,160.0,174.0,217.0
Immigrants,Foreigners,Zambia,903.0,Africa,910.0,Eastern Africa,902.0,Developing regions,11.0,17.0,11.0,7.0,16.0,9.0,15.0,23.0,44.0,68.0,77.0,69.0,73.0,46.0,51.0,41.0,34.0,72.0,34.0,51.0,39.0,78.0,50.0,46.0,56.0,91.0,77.0,71.0,64.0,60.0,102.0,69.0,46.0,59.0
Immigrants,Foreigners,Zimbabwe,903.0,Africa,910.0,Eastern Africa,902.0,Developing regions,72.0,114.0,102.0,44.0,32.0,29.0,43.0,68.0,99.0,187.0,129.0,94.0,61.0,72.0,78.0,58.0,39.0,44.0,43.0,49.0,98.0,110.0,191.0,669.0,1450.0,615.0,454.0,663.0,611.0,508.0,494.0,434.0,437.0,407.0
Immigrants,Foreigners,Unknown,999.0,World,999.0,World,999.0,World,44000.0,18078.0,16904.0,13635.0,14855.0,14368.0,13303.0,17304.0,22279.0,27118.0,28397.0,25293.0,33100.0,34589.0,30717.0,25152.0,25986.0,23151.0,13468.0,10132.0,10743.0,7993.0,5938.0,4052.0,3739.0,4785.0,4583.0,4348.0,4197.0,3402.0,3731.0,2554.0,1681.0,1484.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
